respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12599926506,402650228,2021-04-23 09:52:08,2021-04-23 09:58:56,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Castellano por que menseña a dibujar,La mejor clase de mi vida,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,97,11,15,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,No se,Hombre
12599926031,402650228,2021-04-23 09:51:03,2021-04-23 09:57:14,204.199.86.106,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,a mi me gusta mucho la clase de etica y ingles ya que ambos profesores enseñan muy chebre,#los mejores profes,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,0,50,Felicidad,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,6,11 a 13 años,Técnico,Mujer
12599925718,402650228,2021-04-23 09:51:05,2021-04-23 09:56:58,186.81.193.113,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te dio curiosidad por aprender más,Me gustan mucho las clases de naturales y ética religión las saben explicar,La mejor clases de los profesores,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,24,21,26,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,6,11 a 13 años,Bachiller,Hombre
12599923566,402650228,2021-04-23 09:51:14,2021-04-23 09:56:20,181.63.47.185,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Es muy chévere aprende mas,La mejor clase del mundo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,34,48,22,Felicidad,Una vez,Tecnología y herramientas digitales,6,11 a 13 años,No se,Hombre
12599921922,402650228,2021-04-23 09:51:11,2021-04-23 09:55:44,181.129.173.146,,,,,No,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Una Vez En Quimica Hizimos Un Experimento Con Plantas Y Cosas Con Químicos,#CuidarLasPlantas,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Satisfacción/orgullo,Rara vez,El cuidado del medio ambiente,6,14 a 16 años,No se,Mujer
12599921479,402650228,2021-04-23 09:51:09,2021-04-23 09:58:34,190.121.139.4,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Matematicas  es muy buena,Matematicas es muy buena,Aprendí algo nuevo,,Aprender cosas,,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,47,100,Felicidad,Una vez,El trabajo en equipo,6,11 a 13 años,No se,Hombre
12599921039,402650228,2021-04-23 09:51:07,2021-04-23 09:55:23,190.144.10.11,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te confundió,Que siempre entregaba las tareas muy tarde y ahora no ahora las entrego a tiempo ,#noseancomoCamilaEntregenSustareasatiempo,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,51,12,no está seguro,Todo el tiempo,Ninguna de las anteriores,6,11 a 13 años,Bachiller,Mujer
12599919583,402650228,2021-04-23 09:51:05,2021-04-23 09:54:57,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,Me gustó la clase de castellano,#hastchcastellano#,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,10,18,Felicidad,Con frecuencia,Relación con los profesores,6,11 a 13 años,Bachiller,Hombre
12599918886,402650228,2021-04-23 09:51:10,2021-04-23 09:57:48,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santa Teresita,te enseñó algo nuevo,te enseño algo nuevo,trabajo en equipo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,0,0,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Hombre
12579763520,402650228,2021-04-15 20:06:19,2021-04-15 20:14:43,204.199.86.106,,,,,No,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,En el momento de ser partícipe de la Feria Ambiental 2020 ,#FeriAmbiental,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,48,20,53,Satisfacción/orgullo,Con frecuencia,El cuidado del medio ambiente,11,14 a 16 años,Bachiller,Mujer
12579209064,402650228,2021-04-15 16:30:09,2021-04-15 16:39:32,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,"habian unos niños que me decian mueco... pero aprendi que yo me debo aceptar como soy, que todos tenemos cambios en nuestras vidas y ademas debemos respetarnos los unos a los otros",#ACEPTARNOS COMO SOMOS,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,89,0,95,Indiferencia,Rara vez,Relación con los compañeros,5,8 a 10 años,Técnico,Hombre
12579076905,402650228,2021-04-15 15:46:31,2021-04-15 15:54:13,200.29.108.75,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Aprendí más a conocer la tecnología,Con pandemia se puede aprender,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,81,57,50,Angustia/Miedo,Rara vez,El trabajo en equipo,5,11 a 13 años,Bachiller,Hombre
12579052060,402650228,2021-04-15 15:38:13,2021-04-15 15:44:31,204.199.90.207,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te confundió,Porque cuando llegue aca a villagorgona no sabia ni que era la materia contabilidad ni quimica ni fisico ,LA QUE NO SABIA DONDE ESTABA PARADA ,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,76,77,no está seguro,Con frecuencia,Ninguna de las anteriores,11,17 a 19 años,Técnico,Mujer
12578891988,402650228,2021-04-15 14:38:55,2021-04-15 14:44:59,190.121.139.4,,,,,No,VALLE DEL CAUCA,José Eusebio Caro,te enseñó algo nuevo,Aprendí a estar sano,Cuídate,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,52,8,0,Angustia/Miedo,No se,El cuidado del medio ambiente,5,8 a 10 años,Bachiller,Hombre
12578850500,402650228,2021-04-15 14:19:00,2021-04-15 14:29:37,190.147.183.133,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Siempre me a gustado las clases de artistica porque me llama mucho la atecion las artes y las extraño mucho de forma presencial.,#artes presenciales,Aprendí algo nuevo,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,,63,93,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,5,8 a 10 años,Bachiller,Mujer
12578833147,402650228,2021-04-15 14:20:25,2021-04-15 14:22:47,186.86.243.56,,,,,No,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te confundió,,,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,2,23,23,no está seguro,Rara vez,El trabajo en equipo,,,,
12578812051,402650228,2021-04-15 13:53:35,2021-04-15 14:15:37,181.55.188.138,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo, Fue en una clase de matematicas ese dia no entendi nada de la clase se trataba de numeros decimales no entendi nada de la tarea hasta k el profe me empeso a explicar y ay empece a ir entendiendo mejor lo de los numeros decimales k crei k era muy dificil pero cuando fuy entendiendo ya me parecio muy facil ,Entendiendo los numeros decimales,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,14,100,Felicidad,Rara vez,La forma cómo los profesores enseñan,10,8 a 10 años,Bachiller,Mujer
12578808766,402650228,2021-04-15 13:58:29,2021-04-15 14:14:32,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Cuando me ensellaban istoria ,Conociendo mi pasado,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,100,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,5,8 a 10 años,Universitario,Hombre
12578803584,402650228,2021-04-15 14:02:42,2021-04-15 14:13:06,181.52.172.167,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te confundió,En una clase me confundí con las actividades de multiplicación,#multiplicaciones complecadas,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,52,29,42,no está seguro,Rara vez,Ninguna de las anteriores,5,8 a 10 años,Bachiller,Mujer
12578802953,402650228,2021-04-15 14:08:20,2021-04-15 14:14:29,201.219.246.66,,,,,Sí,CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,,,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,0,2,0,Felicidad,No se,Cómo resolver conflictos,5,11 a 13 años,Universitario,Hombre
12578802169,402650228,2021-04-15 13:53:47,2021-04-15 14:12:16,181.55.124.200,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,el tradajo en casa y todas las clases,lamejor clase de mi vida,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Felicidad,Rara vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12578802035,402650228,2021-04-15 14:01:59,2021-04-15 14:23:10,186.81.193.113,,,,,No,CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,En ingles tuvimos una clase de ingles que me gusto mucho porque hablamos mucho en ese idioma y me enseño que es mas facil de lo que creia y socialise mucho con mis compañeros en ese idioma no veo la hora de tener otra clase de ingles,Mi clase de ingles,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,100,Esperanza,No se,Ninguna de las anteriores,5,11 a 13 años,Bachiller,Mujer
12578800692,402650228,2021-04-15 13:49:58,2021-04-15 14:11:54,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Educasion fisica ,La clase mas divertida,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Entendernos y darnos soporte emocional,98,81,77,Felicidad,Todo el tiempo,El trabajo en equipo,5,11 a 13 años,Bachiller,Mujer
12578794705,402650228,2021-04-15 14:03:22,2021-04-15 14:13:36,186.168.89.108,,,,,No,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,La  tarea  de inglés  me gusta ,La tarea ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,12,12,11,Felicidad,Una vez,Cómo resolver conflictos,4,8 a 10 años,Bachiller,Mujer
12578792943,402650228,2021-04-15 14:01:18,2021-04-15 14:10:23,181.52.141.126,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Aprendi más sobre la amistad,La amistad,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Felicidad,Todo el tiempo,Relación con los compañeros,5,8 a 10 años,Bachiller,Hombre
12578792446,402650228,2021-04-15 14:05:54,2021-04-15 14:09:26,190.144.10.11,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Me enseño algo nuevo ,Ingles,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Tristeza,Con frecuencia,Innovación / creatividad,5,8 a 10 años,No se,Mujer
12578790895,402650228,2021-04-15 13:50:52,2021-04-15 14:09:21,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Una clase de artística ,Mi mejor día ,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,0,25,0,Felicidad,Una vez,La forma cómo los profesores enseñan,5,11 a 13 años,Bachiller,Mujer
12578790826,402650228,2021-04-15 13:50:00,2021-04-15 14:07:36,201.219.246.66,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Mi experiensia fue emocionante por que era mi primer día en el Santiago rengifo salsedo,Mi primer día en el santiago,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,40,47,Felicidad,Una vez,El trabajo en equipo,,,,
12578790327,402650228,2021-04-15 13:59:03,2021-04-15 14:07:27,190.108.77.202,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Aprendi mucho en mi colegio,Lo mejor de el mundo,Me dio curiosidad por saber más,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,56,3,21,Felicidad,Todo el tiempo,El trabajo en equipo,,,,
12578789014,402650228,2021-04-15 14:02:17,2021-04-15 14:09:06,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Me gustaria aprender mucho mas,Aprender,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,97,16,14,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12578788904,402650228,2021-04-15 14:00:02,2021-04-15 14:07:52,186.87.45.221,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Nos toco estudiar en casa,#estudio desde casa,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,100,Felicidad,Con frecuencia,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12578784128,402650228,2021-04-15 13:49:37,2021-04-15 14:06:02,190.108.76.6,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te confundió,El año pasado por la  pandemia  fueron muchas las cosas que cambiaron muy bruscas pues me tocó a aprender todo lo relacionado con internet y realizar trabajos y tareas virtuales eso fue nuevo para mi ,Virtualidad ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,0,50,Esperanza,Con frecuencia,Tecnología y herramientas digitales,5,8 a 10 años,Técnico,Mujer
12578780616,402650228,2021-04-15 13:56:41,2021-04-15 14:07:27,181.50.53.77,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Una vez que me toco con una profesora que había trabajado muchos años como profesora y le tocó con mi hermano y conmigo tambien,No,Me sentí confundido/no entendí nada,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que pasaba antes,Entendernos y darnos soporte emocional,50,50,51,no está seguro,Una vez,Relación con la familia,5,8 a 10 años,Bachiller,Otro
12578780257,402650228,2021-04-15 13:51:59,2021-04-15 14:04:40,190.147.166.35,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Estar con mis amigos y hacer trabajos grupo,#Amigos_En_Grupo,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,17,50,Felicidad,Con frecuencia,Cómo resolver conflictos,5,11 a 13 años,Bachiller,Hombre
12578777080,402650228,2021-04-15 13:49:37,2021-04-15 14:06:14,181.52.172.167,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Cuando me pusieron hacer un perrito y pues me gusto mucho porque  me toco pintar  y dibujar en carton  y la clase  que no me  gusto fue una de matematicas   de numeros decimales y me estrese  mucho  peto despues  me relaje y pude responder bien,La mejor clase de mi vidad,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,0,100,100,Felicidad,Una vez,,5,8 a 10 años,Bachiller,Mujer
12578775674,402650228,2021-04-15 13:49:38,2021-04-15 14:03:06,190.121.138.237,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Porque aprendí a estudiar desde casa y no fue nada fácil porque no Ed lo mismo presencila que por el celular,Lo mejor de mi,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,50,Angustia/Miedo,Rara vez,Cómo resolver conflictos,5,8 a 10 años,Bachiller,Hombre
12578773239,402650228,2021-04-15 13:54:09,2021-04-15 14:05:44,181.50.93.243,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Me gusta mucho artística por qué aprendo nuevas cosas por ejemplo manualidades dibujar colorear etc. Lo que más me gusta Aser es pintar y Aser manualidades ,El artística,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Esperanza,Con frecuencia,El trabajo en equipo,5,11 a 13 años,No se,Hombre
12578772793,402650228,2021-04-15 13:53:32,2021-04-15 14:31:05,181.51.182.39,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Miprofesora   me  eseño  los  numeros   romanos,Apredi  los  numeros  romanos,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,100,0,100,Felicidad,Una vez,Lo que hago en las horas de clase,5,8 a 10 años,Técnico,Hombre
12578772739,402650228,2021-04-15 13:52:57,2021-04-15 14:07:05,181.55.124.200,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Ami me gusta ir al colegio  por que me enseñan muchas  cosas,La mejor clase de mi vida,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,1,1,100,Felicidad,Una vez,El trabajo en equipo,5,8 a 10 años,Bachiller,Mujer
12578769773,402650228,2021-04-15 13:53:23,2021-04-15 14:01:51,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,La clase que más me a gustado de este año es la clase de tecnología que teníamos que hacer un artefacto que funcione con energía en este caso hice una lámpara led me gustó por que es muy divertidohacerlo con mi tía y mi papito lo que no me guste fue vía do no sabía que hacer de artefacto ,#mi mejor clase,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,50,Satisfacción/orgullo,Rara vez,El trabajo en equipo,5,8 a 10 años,Universitario,Mujer
12578769239,402650228,2021-04-15 13:51:32,2021-04-15 14:01:45,186.81.193.113,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Me enseñó a dividir por 2 cifras,#aprendí mucho,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,Felicidad,Todo el tiempo,Ninguna de las anteriores,5,8 a 10 años,No se,Mujer
12578769235,402650228,2021-04-15 13:53:09,2021-04-15 14:01:48,186.81.193.113,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Me enseñó a  multiplicar,#me enseño#,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,Felicidad,Todo el tiempo,Ninguna de las anteriores,5,11 a 13 años,No se,Mujer
12578766652,402650228,2021-04-15 13:49:38,2021-04-15 14:00:22,181.52.24.33,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,mi esperiencia fue en matematicas ..cuando aprendi a dividir y a multiplicar porque la materia de matematicas me gusta,#matematicas ,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,66,64,Felicidad,Todo el tiempo,Ninguna de las anteriores,5,8 a 10 años,No se,Mujer
12578765890,402650228,2021-04-15 13:50:56,2021-04-15 14:00:11,186.144.24.4,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,Aprender las decimales con multiplicación en 5-5,Las decimales ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,Satisfacción/orgullo,Con frecuencia,La forma como los profesores me evalúan,5,8 a 10 años,Bachiller,Hombre
12578765731,402650228,2021-04-15 13:56:05,2021-04-15 14:00:39,191.156.9.25,,,,,Sí,CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,,Mi clase favorita,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,0,100,no está seguro,Con frecuencia,Ninguna de las anteriores,5,11 a 13 años,Bachiller,Mujer
12578761858,402650228,2021-04-15 13:49:33,2021-04-15 13:58:41,190.121.138.237,,,,,No,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Aprendí a una estrategia de estudio diferente,Virtual,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,28,100,Felicidad,Una vez,Tecnología y herramientas digitales,5,8 a 10 años,Técnico,Mujer
12578754108,402650228,2021-04-15 13:49:49,2021-04-15 13:56:08,181.129.173.146,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,en la clase pesada en una clase de inglés me gustó mucho por qué fue risas y muy divertido ,#felicidad #recocha #risas ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,1,37,30,Felicidad,No se,Lo que hago en mi tiempo libre,5,11 a 13 años,No se,Mujer
12578750352,402650228,2021-04-15 13:54:01,2021-04-15 14:00:26,201.219.246.66,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,mi experiencia me enseño algo nuevo  y me gusto mucho,experencia,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,19,24,Satisfacción/orgullo,Rara vez,El trabajo en equipo,5,11 a 13 años,Universitario,Hombre
12578650037,402650228,2021-04-15 13:14:19,2021-04-15 13:19:12,157.100.89.164,,,,,No,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te enseñó algo nuevo,Que al conocer personas nuevas y un lugar nuevo tendré más experiencias y más oportunidades ,#nuevocomienzo,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,40,100,100,Satisfacción/orgullo,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,11,17 a 19 años,Bachiller,Mujer
12578593838,402650228,2021-04-15 11:17:51,2021-04-15 13:02:26,201.219.246.67,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,en una actividad de biologia nos pusieron aver las plantas con un microscopio y pues se podia ver todo lo que tenia esa planta ,#lasplantassonincreibles,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,22,30,42,Satisfacción/orgullo,Una vez,El cuidado del medio ambiente,10,14 a 16 años,No se,Mujer
12578460560,402650228,2021-04-15 10:43:55,2021-04-15 12:16:46,201.219.246.66,,,,,Sí,VALLE DEL CAUCA,Santiago Rengifo Salcedo,te dio curiosidad por aprender más,que soy muy buenos docentes  y algunos no son entendibles pero otros si ,no,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,94,85,91,no está seguro,Con frecuencia,La forma cómo los profesores enseñan,11,17 a 19 años,Bachiller,Mujer
